area_code,area,proc_code,proc
8,Antigua and Barbuda,p108,Pigs slaughtering
8,Antigua and Barbuda,p109,Poultry slaughtering
8,Antigua and Barbuda,p110,Horses slaughtering
8,Antigua and Barbuda,p111,Asses slaughtering
8,Antigua and Barbuda,p112,Mules slaughtering
8,Antigua and Barbuda,p113,Camels slaughtering
8,Antigua and Barbuda,p114,"Camelids slaughtering, other"
8,Antigua and Barbuda,p115,Rabbits slaughtering
8,Antigua and Barbuda,p116,"Rodents slaughtering, other"
8,Antigua and Barbuda,p118,Beekeeping
8,Antigua and Barbuda,p119,Silkworm breeding
8,Antigua and Barbuda,p120,Fishing
9,Argentina,p001,Rice production
9,Argentina,p002,Wheat production
9,Argentina,p003,Barley production
9,Argentina,p004,Maize production
9,Argentina,p005,Rye production
9,Argentina,p006,Oat production
9,Argentina,p007,Millet production
9,Argentina,p008,Sorghum production
9,Argentina,p009,"Cereals production, Other"
9,Argentina,p010,Potatoes  production
9,Argentina,p011,Cassava production
9,Argentina,p012,Sweet potatoes production
9,Argentina,p013,"Roots production, Other"
9,Argentina,p014,Yams production
9,Argentina,p015,Sugar cane production
9,Argentina,p016,Sugar beet production
9,Argentina,p017,Beans production
9,Argentina,p018,Peas production
9,Argentina,p019,"Pulses  production, Other"
9,Argentina,p020,Nuts production
9,Argentina,p021,Soyabeans production
9,Argentina,p022,Groundnuts production
9,Argentina,p023,Sunflower seed production
9,Argentina,p024,Rape and Mustardseed production
9,Argentina,p025,Seed cotton production
9,Argentina,p026,Coconuts production
9,Argentina,p027,Sesame seed production
9,Argentina,p028,Oil palm fruit production
9,Argentina,p029,Olives production
9,Argentina,p030,"Oilcrops production, Other"
9,Argentina,p031,Tomatoes production
9,Argentina,p032,Onions production
9,Argentina,p033,"Vegetables production, Other"
9,Argentina,p034,"Oranges, Mandarines production"
9,Argentina,p035,"Lemons, Limes production"
9,Argentina,p036,Grapefruit production
9,Argentina,p037,"Citrus production, Other"
9,Argentina,p038,Bananas production
9,Argentina,p039,Plantains production
9,Argentina,p040,Apples production
9,Argentina,p041,Pineapples production
9,Argentina,p042,Dates production
9,Argentina,p043,Grapes production
9,Argentina,p044,"Fruits production, Other"
9,Argentina,p045,Coffee production
9,Argentina,p046,Cocoa Beans production
9,Argentina,p047,Tea production
9,Argentina,p048,Hops production
9,Argentina,p049,Pepper production
9,Argentina,p050,Pimento production
9,Argentina,p051,Cloves production
9,Argentina,p052,"Spices production, Other"
9,Argentina,p053,Jute production
9,Argentina,p054,Jute-Like Fibres production
9,Argentina,p055,"Soft-Fibres production, Other"
9,Argentina,p056,Sisal production
9,Argentina,p057,Abaca production
9,Argentina,p058,"Hard Fibres production, Other"
9,Argentina,p059,Tobacco production
9,Argentina,p060,Rubber production
9,Argentina,p061,Fodder crops production
9,Argentina,p062,Grazing production
9,Argentina,p063,Cotton production
9,Argentina,p064,"Sugar production, non-centrifugal"
9,Argentina,p065,Sugar production
9,Argentina,p066,"Sweeteners production, Other"
9,Argentina,p067,Soyabean Oil extraction
9,Argentina,p068,Groundnut Oil extraction
9,Argentina,p069,Sunflowerseed Oil extraction
9,Argentina,p070,Rape and Mustard Oil extraction
9,Argentina,p071,Cottonseed Oil extraction
9,Argentina,p072,Palmkernel Oil extraction
9,Argentina,p073,Palm Oil production
9,Argentina,p074,Coconut Oil extraction
9,Argentina,p075,Sesameseed Oil extraction
9,Argentina,p076,Olive Oil extraction
9,Argentina,p077,Ricebran Oil extraction
9,Argentina,p078,Maize Germ Oil extraction
9,Argentina,p079,"Oilcrops Oil extraction, Other"
9,Argentina,p080,Wine production
9,Argentina,p081,Beer production
9,Argentina,p082,"Beverages production, Fermented"
9,Argentina,p083,"Beverages production, Alcoholic"
9,Argentina,p084,"Alcohol production, Non-Food"
9,Argentina,p085,Cattle husbandry
9,Argentina,p086,Buffaloes husbandry
9,Argentina,p087,Sheep husbandry
9,Argentina,p088,Goats husbandry
9,Argentina,p089,Pigs farming
9,Argentina,p090,Poultry Birds farming
9,Argentina,p091,Horses husbandry
9,Argentina,p092,Asses husbandry
9,Argentina,p093,Mules husbandry
9,Argentina,p094,Camels husbandry
9,Argentina,p095,"Camelids husbandry, other"
9,Argentina,p096,Rabbits husbandry
9,Argentina,p097,"Rodents husbandry, other"
9,Argentina,p099,Dairy cattle husbandry
9,Argentina,p100,Dairy buffaloes husbandry
9,Argentina,p101,Dairy sheep husbandry
9,Argentina,p102,Dairy goats husbandry
9,Argentina,p103,Dairy camels husbandry
9,Argentina,p104,Cattle slaughtering
9,Argentina,p105,Buffaloes slaughtering
9,Argentina,p106,Sheep slaughtering
9,Argentina,p107,Goat slaughtering
9,Argentina,p108,Pigs slaughtering
9,Argentina,p109,Poultry slaughtering
9,Argentina,p110,Horses slaughtering
9,Argentina,p111,Asses slaughtering
9,Argentina,p112,Mules slaughtering
9,Argentina,p113,Camels slaughtering
9,Argentina,p114,"Camelids slaughtering, other"
9,Argentina,p115,Rabbits slaughtering
9,Argentina,p116,"Rodents slaughtering, other"
9,Argentina,p118,Beekeeping
9,Argentina,p119,Silkworm breeding
9,Argentina,p120,Fishing
10,Australia,p001,Rice production
10,Australia,p002,Wheat production
10,Australia,p003,Barley production
10,Australia,p004,Maize production
10,Australia,p005,Rye production
10,Australia,p006,Oat production
10,Australia,p007,Millet production
10,Australia,p008,Sorghum production
10,Australia,p009,"Cereals production, Other"
10,Australia,p010,Potatoes  production
10,Australia,p011,Cassava production
10,Australia,p012,Sweet potatoes production
10,Australia,p013,"Roots production, Other"
10,Australia,p014,Yams production
10,Australia,p015,Sugar cane production
10,Australia,p016,Sugar beet production
10,Australia,p017,Beans production
10,Australia,p018,Peas production
10,Australia,p019,"Pulses  production, Other"
10,Australia,p020,Nuts production
10,Australia,p021,Soyabeans production
10,Australia,p022,Groundnuts production
10,Australia,p023,Sunflower seed production
10,Australia,p024,Rape and Mustardseed production
10,Australia,p025,Seed cotton production
10,Australia,p026,Coconuts production
10,Australia,p027,Sesame seed production
10,Australia,p028,Oil palm fruit production
10,Australia,p029,Olives production
10,Australia,p030,"Oilcrops production, Other"
10,Australia,p031,Tomatoes production
10,Australia,p032,Onions production
10,Australia,p033,"Vegetables production, Other"
10,Australia,p034,"Oranges, Mandarines production"
10,Australia,p035,"Lemons, Limes production"
10,Australia,p036,Grapefruit production
10,Australia,p037,"Citrus production, Other"
10,Australia,p038,Bananas production
10,Australia,p039,Plantains production
10,Australia,p040,Apples production
10,Australia,p041,Pineapples production
10,Australia,p042,Dates production
10,Australia,p043,Grapes production
10,Australia,p044,"Fruits production, Other"
10,Australia,p045,Coffee production
10,Australia,p046,Cocoa Beans production
10,Australia,p047,Tea production
10,Australia,p048,Hops production
10,Australia,p049,Pepper production
10,Australia,p050,Pimento production
10,Australia,p051,Cloves production
10,Australia,p052,"Spices production, Other"
10,Australia,p053,Jute production
10,Australia,p054,Jute-Like Fibres production
10,Australia,p055,"Soft-Fibres production, Other"
10,Australia,p056,Sisal production
10,Australia,p057,Abaca production
10,Australia,p058,"Hard Fibres production, Other"
10,Australia,p059,Tobacco production
10,Australia,p060,Rubber production
10,Australia,p061,Fodder crops production
10,Australia,p062,Grazing production
10,Australia,p063,Cotton production
10,Australia,p064,"Sugar production, non-centrifugal"
10,Australia,p065,Sugar production
10,Australia,p066,"Sweeteners production, Other"
10,Australia,p067,Soyabean Oil extraction
10,Australia,p068,Groundnut Oil extraction
10,Australia,p069,Sunflowerseed Oil extraction
10,Australia,p070,Rape and Mustard Oil extraction
10,Australia,p071,Cottonseed Oil extraction
10,Australia,p072,Palmkernel Oil extraction
10,Australia,p073,Palm Oil production
10,Australia,p074,Coconut Oil extraction
10,Australia,p075,Sesameseed Oil extraction
10,Australia,p076,Olive Oil extraction
10,Australia,p077,Ricebran Oil extraction
10,Australia,p078,Maize Germ Oil extraction
10,Australia,p079,"Oilcrops Oil extraction, Other"
10,Australia,p080,Wine production
10,Australia,p081,Beer production
10,Australia,p082,"Beverages production, Fermented"
10,Australia,p083,"Beverages production, Alcoholic"
10,Australia,p084,"Alcohol production, Non-Food"
10,Australia,p085,Cattle husbandry
10,Australia,p086,Buffaloes husbandry
10,Australia,p087,Sheep husbandry
10,Australia,p088,Goats husbandry
10,Australia,p089,Pigs farming
10,Australia,p090,Poultry Birds farming
10,Australia,p091,Horses husbandry
10,Australia,p092,Asses husbandry
10,Australia,p093,Mules husbandry
10,Australia,p094,Camels husbandry
10,Australia,p095,"Camelids husbandry, other"
10,Australia,p096,Rabbits husbandry
10,Australia,p097,"Rodents husbandry, other"
10,Australia,p099,Dairy cattle husbandry
10,Australia,p100,Dairy buffaloes husbandry
10,Australia,p101,Dairy sheep husbandry
10,Australia,p102,Dairy goats husbandry
10,Australia,p103,Dairy camels husbandry
10,Australia,p104,Cattle slaughtering
10,Australia,p105,Buffaloes slaughtering
10,Australia,p106,Sheep slaughtering
10,Australia,p107,Goat slaughtering
10,Australia,p108,Pigs slaughtering
10,Australia,p109,Poultry slaughtering
10,Australia,p110,Horses slaughtering
10,Australia,p111,Asses slaughtering
10,Australia,p112,Mules slaughtering
10,Australia,p113,Camels slaughtering
10,Australia,p114,"Camelids slaughtering, other"
10,Australia,p115,Rabbits slaughtering
10,Australia,p116,"Rodents slaughtering, other"
10,Australia,p118,Beekeeping
10,Australia,p119,Silkworm breeding
10,Australia,p120,Fishing
11,Austria,p001,Rice production
11,Austria,p002,Wheat production
11,Austria,p003,Barley production
11,Austria,p004,Maize production
11,Austria,p005,Rye production
11,Austria,p006,Oat production
11,Austria,p007,Millet production
11,Austria,p008,Sorghum production
11,Austria,p009,"Cereals production, Other"
11,Austria,p010,Potatoes  production
11,Austria,p011,Cassava production
11,Austria,p012,Sweet potatoes production
11,Austria,p013,"Roots production, Other"
11,Austria,p014,Yams production
11,Austria,p015,Sugar cane production
11,Austria,p016,Sugar beet production
11,Austria,p017,Beans production
11,Austria,p018,Peas production
11,Austria,p019,"Pulses  production, Other"
11,Austria,p020,Nuts production
11,Austria,p021,Soyabeans production
11,Austria,p022,Groundnuts production
11,Austria,p023,Sunflower seed production
11,Austria,p024,Rape and Mustardseed production
11,Austria,p025,Seed cotton production
11,Austria,p026,Coconuts production
11,Austria,p027,Sesame seed production
11,Austria,p028,Oil palm fruit production
11,Austria,p029,Olives production
11,Austria,p030,"Oilcrops production, Other"
11,Austria,p031,Tomatoes production
11,Austria,p032,Onions production
11,Austria,p033,"Vegetables production, Other"
11,Austria,p034,"Oranges, Mandarines production"
11,Austria,p035,"Lemons, Limes production"
11,Austria,p036,Grapefruit production
11,Austria,p037,"Citrus production, Other"
11,Austria,p038,Bananas production
11,Austria,p039,Plantains production
11,Austria,p040,Apples production
11,Austria,p041,Pineapples production
11,Austria,p042,Dates production
11,Austria,p043,Grapes production
11,Austria,p044,"Fruits production, Other"
11,Austria,p045,Coffee production
11,Austria,p046,Cocoa Beans production
11,Austria,p047,Tea production
11,Austria,p048,Hops production
11,Austria,p049,Pepper production
11,Austria,p050,Pimento production
11,Austria,p051,Cloves production
11,Austria,p052,"Spices production, Other"
11,Austria,p053,Jute production
11,Austria,p054,Jute-Like Fibres production
11,Austria,p055,"Soft-Fibres production, Other"
11,Austria,p056,Sisal production
11,Austria,p057,Abaca production
11,Austria,p058,"Hard Fibres production, Other"
11,Austria,p059,Tobacco production
11,Austria,p060,Rubber production
11,Austria,p061,Fodder crops production
11,Austria,p062,Grazing production
11,Austria,p063,Cotton production
11,Austria,p064,"Sugar production, non-centrifugal"
11,Austria,p065,Sugar production
11,Austria,p066,"Sweeteners production, Other"
11,Austria,p067,Soyabean Oil extraction
11,Austria,p068,Groundnut Oil extraction
11,Austria,p069,Sunflowerseed Oil extraction
11,Austria,p070,Rape and Mustard Oil extraction
11,Austria,p071,Cottonseed Oil extraction
11,Austria,p072,Palmkernel Oil extraction
11,Austria,p073,Palm Oil production
11,Austria,p074,Coconut Oil extraction
11,Austria,p075,Sesameseed Oil extraction
11,Austria,p076,Olive Oil extraction
11,Austria,p077,Ricebran Oil extraction
11,Austria,p078,Maize Germ Oil extraction
11,Austria,p079,"Oilcrops Oil extraction, Other"
11,Austria,p080,Wine production
11,Austria,p081,Beer production
11,Austria,p082,"Beverages production, Fermented"
11,Austria,p083,"Beverages production, Alcoholic"
11,Austria,p084,"Alcohol production, Non-Food"
11,Austria,p085,Cattle husbandry
11,Austria,p086,Buffaloes husbandry
11,Austria,p087,Sheep husbandry
11,Austria,p088,Goats husbandry
11,Austria,p089,Pigs farming
11,Austria,p090,Poultry Birds farming
11,Austria,p091,Horses husbandry
11,Austria,p092,Asses husbandry
11,Austria,p093,Mules husbandry
11,Austria,p094,Camels husbandry
11,Austria,p095,"Camelids husbandry, other"
11,Austria,p096,Rabbits husbandry
11,Austria,p097,"Rodents husbandry, other"
11,Austria,p099,Dairy cattle husbandry
11,Austria,p100,Dairy buffaloes husbandry
11,Austria,p101,Dairy sheep husbandry
11,Austria,p102,Dairy goats husbandry
11,Austria,p103,Dairy camels husbandry
11,Austria,p104,Cattle slaughtering
11,Austria,p105,Buffaloes slaughtering
11,Austria,p106,Sheep slaughtering
11,Austria,p107,Goat slaughtering
11,Austria,p108,Pigs slaughtering
11,Austria,p109,Poultry slaughtering
11,Austria,p110,Horses slaughtering
11,Austria,p111,Asses slaughtering
11,Austria,p112,Mules slaughtering
11,Austria,p113,Camels slaughtering
11,Austria,p114,"Camelids slaughtering, other"
11,Austria,p115,Rabbits slaughtering
11,Austria,p116,"Rodents slaughtering, other"
11,Austria,p118,Beekeeping
11,Austria,p119,Silkworm breeding
11,Austria,p120,Fishing
12,Bahamas,p001,Rice production
12,Bahamas,p002,Wheat production
12,Bahamas,p003,Barley production
12,Bahamas,p004,Maize production
12,Bahamas,p005,Rye production
12,Bahamas,p006,Oat production
12,Bahamas,p007,Millet production
12,Bahamas,p008,Sorghum production
12,Bahamas,p009,"Cereals production, Other"
12,Bahamas,p010,Potatoes  production
12,Bahamas,p011,Cassava production
12,Bahamas,p012,Sweet potatoes production
12,Bahamas,p013,"Roots production, Other"
12,Bahamas,p014,Yams production
12,Bahamas,p015,Sugar cane production
12,Bahamas,p016,Sugar beet production
12,Bahamas,p017,Beans production
12,Bahamas,p018,Peas production
12,Bahamas,p019,"Pulses  production, Other"
12,Bahamas,p020,Nuts production
12,Bahamas,p021,Soyabeans production
12,Bahamas,p022,Groundnuts production
12,Bahamas,p023,Sunflower seed production
12,Bahamas,p024,Rape and Mustardseed production
12,Bahamas,p025,Seed cotton production
12,Bahamas,p026,Coconuts production
12,Bahamas,p027,Sesame seed production
12,Bahamas,p028,Oil palm fruit production
12,Bahamas,p029,Olives production
12,Bahamas,p030,"Oilcrops production, Other"
12,Bahamas,p031,Tomatoes production
12,Bahamas,p032,Onions production
12,Bahamas,p033,"Vegetables production, Other"
12,Bahamas,p034,"Oranges, Mandarines production"
12,Bahamas,p035,"Lemons, Limes production"
12,Bahamas,p036,Grapefruit production
12,Bahamas,p037,"Citrus production, Other"
12,Bahamas,p038,Bananas production
12,Bahamas,p039,Plantains production
12,Bahamas,p040,Apples production
12,Bahamas,p041,Pineapples production
12,Bahamas,p042,Dates production
12,Bahamas,p043,Grapes production
12,Bahamas,p044,"Fruits production, Other"
12,Bahamas,p045,Coffee production
12,Bahamas,p046,Cocoa Beans production
12,Bahamas,p047,Tea production
12,Bahamas,p048,Hops production
12,Bahamas,p049,Pepper production
12,Bahamas,p050,Pimento production
12,Bahamas,p051,Cloves production
12,Bahamas,p052,"Spices production, Other"
12,Bahamas,p053,Jute production
12,Bahamas,p054,Jute-Like Fibres production
12,Bahamas,p055,"Soft-Fibres production, Other"
12,Bahamas,p056,Sisal production
12,Bahamas,p057,Abaca production
12,Bahamas,p058,"Hard Fibres production, Other"
12,Bahamas,p059,Tobacco production
12,Bahamas,p060,Rubber production
12,Bahamas,p061,Fodder crops production
12,Bahamas,p062,Grazing production
12,Bahamas,p063,Cotton production
12,Bahamas,p064,"Sugar production, non-centrifugal"
12,Bahamas,p065,Sugar production
12,Bahamas,p066,"Sweeteners production, Other"
12,Bahamas,p067,Soyabean Oil extraction
12,Bahamas,p068,Groundnut Oil extraction
12,Bahamas,p069,Sunflowerseed Oil extraction
12,Bahamas,p070,Rape and Mustard Oil extraction
12,Bahamas,p071,Cottonseed Oil extraction
12,Bahamas,p072,Palmkernel Oil extraction
12,Bahamas,p073,Palm Oil production
12,Bahamas,p074,Coconut Oil extraction
12,Bahamas,p075,Sesameseed Oil extraction
12,Bahamas,p076,Olive Oil extraction
12,Bahamas,p077,Ricebran Oil extraction
12,Bahamas,p078,Maize Germ Oil extraction
12,Bahamas,p079,"Oilcrops Oil extraction, Other"
12,Bahamas,p080,Wine production
12,Bahamas,p081,Beer production
12,Bahamas,p082,"Beverages production, Fermented"
12,Bahamas,p083,"Beverages production, Alcoholic"
12,Bahamas,p084,"Alcohol production, Non-Food"
12,Bahamas,p085,Cattle husbandry
12,Bahamas,p086,Buffaloes husbandry
12,Bahamas,p087,Sheep husbandry
12,Bahamas,p088,Goats husbandry
12,Bahamas,p089,Pigs farming
12,Bahamas,p090,Poultry Birds farming
